Date;Liabilities/Debt,%;Age;Type_of_accommodation;Duration_of_stay_in_the_region;Family_status;Borrower class;Education;Work_experience_in_last_place;Job_level;Credit_history
08.06.2018;30;52;Собственник;свыше 5 лет;Другое;хороший;среднее специальное;от 1 года до 3 лет;сотрудник;положительная
08.06.2018;27;28;Собственник;от 1 до 5 лет;Женат/замужем;хороший;высшее;свыше 3 лет;руководитель высшего звена;нет данных
08.06.2018;16;39;Собственник;от 1 до 5 лет;Женат/замужем;хороший;среднее специальное;свыше 3 лет;руководитель среднего звена;положительная
09.06.2018;26;28;Собственник;от 1 до 5 лет;Холост/Не замужем;хороший;высшее;от 1 года до 3 лет;руководитель среднего звена;отрицательная
09.06.2018;32;30;Собственник;менее 1 года;Другое;плохой;среднее специальное;менее 1 года;сотрудник;нет данных
09.06.2018;48;31;Муниципальное жилье;от 1 до 5 лет;Холост/Не замужем;хороший;среднее;свыше 3 лет;руководитель среднего звена;положительная
09.06.2018;44;27;Аренда;менее 1 года;Другое;плохой;среднее специальное;менее 1 года;руководитель среднего звена;нет данных
09.06.2018;24;34;Собственник;от 1 до 5 лет;Женат/замужем;хороший;среднее специальное;свыше 3 лет;сотрудник;положительная
09.06.2018;24;39;Муниципальное жилье;от 1 до 5 лет;Женат/замужем;хороший;среднее специальное;от 1 года до 3 лет;сотрудник;нет данных
09.06.2018;18;31;Муниципальное жилье;менее 1 года;Холост/Не замужем;плохой;среднее специальное;менее 1 года;сотрудник;отрицательная
09.06.2018;31;23;Аренда;менее 1 года;Женат/замужем;плохой;среднее;менее 1 года;сотрудник;отрицательная
09.06.2018;53;37;Собственник;свыше 5 лет;Холост/Не замужем;хороший;среднее;менее 1 года;сотрудник;нет данных
09.06.2018;33;32;Аренда;от 1 до 5 лет;Холост/Не замужем;плохой;среднее специальное;от 1 года до 3 лет;сотрудник;отрицательная
10.06.2018;25;32;Собственник;менее 1 года;Разведен(а)/Вдовство;хороший;высшее;менее 1 года;сотрудник;нет данных
10.06.2018;22;23;Собственник;свыше 5 лет;Женат/замужем;хороший;высшее;менее 1 года;сотрудник;нет данных
10.06.2018;11;38;Муниципальное жилье;от 1 до 5 лет;Женат/замужем;хороший;среднее специальное;от 1 года до 3 лет;руководитель среднего звена;положительная
10.06.2018;18;48;Собственник;свыше 5 лет;Разведен(а)/Вдовство;хороший;среднее специальное;менее 1 года;руководитель среднего звена;нет данных
10.06.2018;34;36;Собственник;свыше 5 лет;Холост/Не замужем;хороший;среднее специальное;от 1 года до 3 лет;сотрудник;нет данных
10.06.2018;44;35;Аренда;менее 1 года;Холост/Не замужем;плохой;высшее;менее 1 года;сотрудник;нет данных
10.06.2018;46;37;Муниципальное жилье;менее 1 года;Другое;плохой;высшее;менее 1 года;сотрудник;нет данных
12.06.2018;54;24;Собственник;менее 1 года;Женат/замужем;хороший;высшее;свыше 3 лет;руководитель среднего звена;нет данных
12.06.2018;17;33;Собственник;от 1 до 5 лет;Женат/замужем;хороший;среднее;менее 1 года;сотрудник;положительная
12.06.2018;48;33;Муниципальное жилье;от 1 до 5 лет;Женат/замужем;хороший;высшее;менее 1 года;сотрудник;нет данных
13.06.2018;26;37;Собственник;менее 1 года;Другое;хороший;высшее;менее 1 года;руководитель высшего звена;нет данных
13.06.2018;33;28;Муниципальное жилье;свыше 5 лет;Женат/замужем;хороший;среднее;менее 1 года;руководитель среднего звена;положительная
13.06.2018;11;43;Собственник;менее 1 года;Холост/Не замужем;хороший;высшее;менее 1 года;руководитель среднего звена;положительная
13.06.2018;37;41;Собственник;от 1 до 5 лет;Женат/замужем;хороший;высшее;от 1 года до 3 лет;сотрудник;нет данных
13.06.2018;54;44;Собственник;свыше 5 лет;Женат/замужем;хороший;среднее специальное;от 1 года до 3 лет;сотрудник;отрицательная
13.06.2018;22;38;Собственник;свыше 5 лет;Женат/замужем;хороший;высшее;менее 1 года;сотрудник;положительная
13.06.2018;30;36;Собственник;от 1 до 5 лет;Женат/замужем;хороший;высшее;менее 1 года;сотрудник;нет данных
13.06.2018;16;42;Собственник;свыше 5 лет;Женат/замужем;хороший;высшее;менее 1 года;сотрудник;положительная
13.06.2018;29;31;Аренда;менее 1 года;Другое;плохой;среднее;свыше 3 лет;руководитель среднего звена;нет данных
13.06.2018;41;35;Собственник;свыше 5 лет;Женат/замужем;хороший;среднее специальное;менее 1 года;сотрудник;положительная
13.06.2018;43;42;Собственник;от 1 до 5 лет;Другое;хороший;среднее;свыше 3 лет;руководитель среднего звена;нет данных
13.06.2018;24;28;Аренда;от 1 до 5 лет;Холост/Не замужем;плохой;среднее;свыше 3 лет;руководитель высшего звена;нет данных
13.06.2018;39;34;Собственник;менее 1 года;Холост/Не замужем;плохой;среднее специальное;менее 1 года;сотрудник;нет данных
13.06.2018;44;53;Собственник;от 1 до 5 лет;Женат/замужем;хороший;высшее;менее 1 года;сотрудник;нет данных
13.06.2018;32;31;Собственник;менее 1 года;Холост/Не замужем;хороший;среднее специальное;свыше 3 лет;сотрудник;нет данных
13.06.2018;17;37;Собственник;свыше 5 лет;Женат/замужем;хороший;среднее специальное;менее 1 года;сотрудник;нет данных
13.06.2018;36;24;Муниципальное жилье;менее 1 года;Холост/Не замужем;плохой;высшее;менее 1 года;сотрудник;нет данных
13.06.2018;16;37;Муниципальное жилье;менее 1 года;Другое;хороший;среднее специальное;менее 1 года;руководитель среднего звена;нет данных
13.06.2018;26;34;Собственник;менее 1 года;Женат/замужем;хороший;среднее специальное;менее 1 года;сотрудник;положительная
13.06.2018;17;37;Собственник;от 1 до 5 лет;Женат/замужем;хороший;высшее;менее 1 года;сотрудник;отрицательная
13.06.2018;23;42;Собственник;менее 1 года;Другое;плохой;среднее;менее 1 года;руководитель среднего звена;нет данных
13.06.2018;51;24;Собственник;менее 1 года;Другое;хороший;среднее специальное;свыше 3 лет;руководитель среднего звена;положительная
13.06.2018;38;35;Муниципальное жилье;от 1 до 5 лет;Женат/замужем;хороший;высшее;свыше 3 лет;сотрудник;нет данных
13.06.2018;34;35;Аренда;менее 1 года;Женат/замужем;плохой;высшее;менее 1 года;сотрудник;нет данных
13.06.2018;27;35;Собственник;от 1 до 5 лет;Другое;хороший;среднее;свыше 3 лет;руководитель среднего звена;положительная
13.06.2018;23;41;Собственник;от 1 до 5 лет;Холост/Не замужем;хороший;среднее специальное;свыше 3 лет;руководитель среднего звена;нет данных
13.06.2018;20;39;Аренда;менее 1 года;Другое;плохой;среднее специальное;менее 1 года;сотрудник;нет данных
13.06.2018;22;35;Собственник;менее 1 года;Другое;плохой;среднее;свыше 3 лет;руководитель высшего звена;отрицательная
13.06.2018;12;38;Аренда;от 1 до 5 лет;Другое;хороший;высшее;свыше 3 лет;сотрудник;нет данных
13.06.2018;48;25;Муниципальное жилье;менее 1 года;Женат/замужем;хороший;высшее;свыше 3 лет;сотрудник;нет данных
13.06.2018;20;29;Собственник;от 1 до 5 лет;Разведен(а)/Вдовство;хороший;среднее;от 1 года до 3 лет;сотрудник;положительная
13.06.2018;30;37;Собственник;от 1 до 5 лет;Женат/замужем;хороший;среднее;от 1 года до 3 лет;руководитель среднего звена;нет данных
13.06.2018;23;33;Собственник;от 1 до 5 лет;Женат/замужем;хороший;среднее специальное;менее 1 года;руководитель среднего звена;положительная
13.06.2018;41;30;Муниципальное жилье;менее 1 года;Женат/замужем;хороший;высшее;свыше 3 лет;сотрудник;положительная
13.06.2018;14;40;Муниципальное жилье;от 1 до 5 лет;Разведен(а)/Вдовство;хороший;высшее;от 1 года до 3 лет;сотрудник;нет данных
13.06.2018;41;35;Муниципальное жилье;от 1 до 5 лет;Женат/замужем;плохой;среднее;от 1 года до 3 лет;сотрудник;нет данных
13.06.2018;21;36;Муниципальное жилье;менее 1 года;Холост/Не замужем;хороший;среднее специальное;менее 1 года;сотрудник;нет данных
13.06.2018;32;35;Собственник;свыше 5 лет;Холост/Не замужем;хороший;высшее;менее 1 года;сотрудник;нет данных
13.06.2018;49;43;Собственник;свыше 5 лет;Холост/Не замужем;хороший;высшее;менее 1 года;руководитель среднего звена;нет данных
13.06.2018;48;28;Собственник;свыше 5 лет;Женат/замужем;хороший;среднее специальное;менее 1 года;руководитель среднего звена;нет данных
14.06.2018;26;31;Собственник;менее 1 года;Холост/Не замужем;хороший;среднее специальное;менее 1 года;сотрудник;нет данных
14.06.2018;38;37;Собственник;менее 1 года;Разведен(а)/Вдовство;хороший;среднее специальное;менее 1 года;сотрудник;положительная
14.06.2018;12;22;Собственник;свыше 5 лет;Женат/замужем;хороший;среднее;менее 1 года;руководитель среднего звена;положительная
14.06.2018;15;50;Собственник;менее 1 года;Другое;хороший;высшее;менее 1 года;сотрудник;нет данных
14.06.2018;47;44;Собственник;менее 1 года;Женат/замужем;хороший;среднее специальное;свыше 3 лет;руководитель среднего звена;положительная
14.06.2018;42;43;Собственник;свыше 5 лет;Холост/Не замужем;хороший;высшее;менее 1 года;руководитель среднего звена;нет данных
14.06.2018;20;36;Собственник;от 1 до 5 лет;Другое;плохой;среднее;менее 1 года;руководитель среднего звена;отрицательная
14.06.2018;41;40;Собственник;свыше 5 лет;Женат/замужем;хороший;среднее специальное;от 1 года до 3 лет;руководитель среднего звена;нет данных
14.06.2018;53;34;Собственник;от 1 до 5 лет;Другое;хороший;высшее;от 1 года до 3 лет;сотрудник;положительная
14.06.2018;47;30;Собственник;менее 1 года;Женат/замужем;хороший;среднее;менее 1 года;руководитель среднего звена;положительная
14.06.2018;30;26;Аренда;свыше 5 лет;Другое;хороший;среднее;менее 1 года;руководитель среднего звена;положительная
14.06.2018;35;55;Собственник;менее 1 года;Холост/Не замужем;плохой;среднее специальное;свыше 3 лет;сотрудник;отрицательная
14.06.2018;33;33;Собственник;от 1 до 5 лет;Другое;плохой;среднее специальное;свыше 3 лет;руководитель среднего звена;отрицательная
14.06.2018;15;28;Собственник;свыше 5 лет;Другое;плохой;среднее;менее 1 года;руководитель среднего звена;отрицательная
14.06.2018;40;41;Собственник;от 1 до 5 лет;Женат/замужем;хороший;среднее специальное;от 1 года до 3 лет;сотрудник;нет данных
14.06.2018;15;28;Собственник;менее 1 года;Разведен(а)/Вдовство;хороший;высшее;менее 1 года;руководитель среднего звена;положительная
14.06.2018;52;43;Собственник;свыше 5 лет;Женат/замужем;хороший;высшее;от 1 года до 3 лет;сотрудник;положительная
15.06.2018;32;28;Собственник;менее 1 года;Холост/Не замужем;хороший;среднее специальное;менее 1 года;сотрудник;положительная
15.06.2018;39;29;Муниципальное жилье;от 1 до 5 лет;Женат/замужем;хороший;высшее;свыше 3 лет;сотрудник;положительная
15.06.2018;43;32;Собственник;менее 1 года;Холост/Не замужем;плохой;среднее специальное;менее 1 года;сотрудник;нет данных
15.06.2018;30;25;Собственник;менее 1 года;Другое;хороший;высшее;менее 1 года;руководитель высшего звена;положительная
15.06.2018;41;43;Аренда;от 1 до 5 лет;Женат/замужем;хороший;высшее;от 1 года до 3 лет;сотрудник;положительная
15.06.2018;16;34;Собственник;от 1 до 5 лет;Другое;хороший;среднее;свыше 3 лет;сотрудник;нет данных
15.06.2018;38;36;Собственник;менее 1 года;Холост/Не замужем;хороший;среднее специальное;менее 1 года;сотрудник;положительная
15.06.2018;22;23;Собственник;свыше 5 лет;Другое;хороший;среднее специальное;свыше 3 лет;руководитель среднего звена;отрицательная
15.06.2018;43;30;Аренда;менее 1 года;Женат/замужем;хороший;высшее;менее 1 года;руководитель среднего звена;положительная
15.06.2018;34;31;Собственник;от 1 до 5 лет;Женат/замужем;хороший;среднее специальное;от 1 года до 3 лет;сотрудник;положительная
15.06.2018;37;24;Собственник;свыше 5 лет;Холост/Не замужем;плохой;среднее;свыше 3 лет;руководитель среднего звена;отрицательная
15.06.2018;50;32;Собственник;менее 1 года;Женат/замужем;хороший;высшее;свыше 3 лет;руководитель среднего звена;положительная
15.06.2018;19;46;Собственник;менее 1 года;Другое;хороший;высшее;менее 1 года;сотрудник;положительная
15.06.2018;50;55;Собственник;менее 1 года;Женат/замужем;плохой;высшее;свыше 3 лет;сотрудник;отрицательная
15.06.2018;50;34;Собственник;менее 1 года;Женат/замужем;хороший;среднее специальное;свыше 3 лет;сотрудник;нет данных
15.06.2018;13;33;Собственник;менее 1 года;Холост/Не замужем;хороший;среднее специальное;свыше 3 лет;сотрудник;нет данных
15.06.2018;41;24;Собственник;менее 1 года;Другое;хороший;среднее специальное;менее 1 года;сотрудник;положительная
15.06.2018;30;28;Собственник;менее 1 года;Женат/замужем;хороший;высшее;менее 1 года;сотрудник;положительная
15.06.2018;20;40;Собственник;свыше 5 лет;Холост/Не замужем;хороший;среднее специальное;от 1 года до 3 лет;руководитель среднего звена;положительная
15.06.2018;22;48;Собственник;свыше 5 лет;Женат/замужем;хороший;среднее;от 1 года до 3 лет;сотрудник;положительная
15.06.2018;28;43;Собственник;от 1 до 5 лет;Женат/замужем;хороший;среднее специальное;от 1 года до 3 лет;руководитель среднего звена;нет данных
15.06.2018;47;37;Муниципальное жилье;от 1 до 5 лет;Женат/замужем;хороший;высшее;от 1 года до 3 лет;сотрудник;нет данных
15.06.2018;51;42;Муниципальное жилье;от 1 до 5 лет;Женат/замужем;хороший;высшее;от 1 года до 3 лет;сотрудник;положительная
15.06.2018;33;41;Собственник;менее 1 года;Холост/Не замужем;хороший;среднее специальное;менее 1 года;сотрудник;нет данных
15.06.2018;40;34;Аренда;от 1 до 5 лет;Холост/Не замужем;хороший;высшее;менее 1 года;сотрудник;положительная
15.06.2018;15;43;Собственник;от 1 до 5 лет;Холост/Не замужем;хороший;среднее;от 1 года до 3 лет;руководитель среднего звена;нет данных
15.06.2018;51;48;Собственник;от 1 до 5 лет;Женат/замужем;хороший;высшее;от 1 года до 3 лет;руководитель среднего звена;положительная
16.06.2018;20;42;Собственник;менее 1 года;Другое;хороший;среднее специальное;менее 1 года;руководитель среднего звена;нет данных
16.06.2018;17;41;Аренда;от 1 до 5 лет;Холост/Не замужем;хороший;высшее;менее 1 года;руководитель среднего звена;положительная
16.06.2018;34;43;Собственник;от 1 до 5 лет;Женат/замужем;хороший;высшее;менее 1 года;руководитель среднего звена;отрицательная
16.06.2018;48;29;Собственник;от 1 до 5 лет;Женат/замужем;хороший;среднее;свыше 3 лет;сотрудник;отрицательная
16.06.2018;35;35;Муниципальное жилье;менее 1 года;Женат/замужем;плохой;среднее специальное;менее 1 года;сотрудник;нет данных
16.06.2018;48;26;Муниципальное жилье;от 1 до 5 лет;Женат/замужем;плохой;среднее;свыше 3 лет;сотрудник;положительная
17.06.2018;33;25;Собственник;свыше 5 лет;Другое;плохой;высшее;свыше 3 лет;руководитель среднего звена;нет данных
17.06.2018;37;33;Собственник;свыше 5 лет;Женат/замужем;плохой;среднее специальное;от 1 года до 3 лет;сотрудник;положительная
17.06.2018;28;43;Собственник;свыше 5 лет;Другое;плохой;среднее;от 1 года до 3 лет;сотрудник;положительная
18.06.2018;15;35;Муниципальное жилье;менее 1 года;Холост/Не замужем;плохой;высшее;свыше 3 лет;руководитель среднего звена;положительная
18.06.2018;52;29;Собственник;менее 1 года;Холост/Не замужем;плохой;среднее;менее 1 года;сотрудник;положительная
18.06.2018;23;27;Муниципальное жилье;от 1 до 5 лет;Разведен(а)/Вдовство;плохой;среднее;менее 1 года;сотрудник;положительная
18.06.2018;33;31;Собственник;свыше 5 лет;Другое;плохой;высшее;менее 1 года;сотрудник;нет данных
18.06.2018;32;49;Собственник;от 1 до 5 лет;Другое;плохой;среднее специальное;от 1 года до 3 лет;сотрудник;нет данных
18.06.2018;54;27;Муниципальное жилье;от 1 до 5 лет;Холост/Не замужем;хороший;среднее специальное;свыше 3 лет;сотрудник;нет данных
18.06.2018;31;26;Муниципальное жилье;от 1 до 5 лет;Другое;хороший;высшее;от 1 года до 3 лет;руководитель среднего звена;нет данных
18.06.2018;40;28;Собственник;от 1 до 5 лет;Женат/замужем;хороший;среднее;свыше 3 лет;руководитель среднего звена;отрицательная
18.06.2018;29;46;Собственник;менее 1 года;Холост/Не замужем;хороший;среднее специальное;менее 1 года;руководитель среднего звена;положительная
18.06.2018;35;30;Аренда;менее 1 года;Другое;хороший;высшее;менее 1 года;руководитель среднего звена;положительная
18.06.2018;28;45;Собственник;свыше 5 лет;Женат/замужем;хороший;среднее специальное;менее 1 года;сотрудник;положительная
18.06.2018;35;52;Собственник;менее 1 года;Холост/Не замужем;хороший;высшее;менее 1 года;сотрудник;положительная
18.06.2018;40;42;Собственник;менее 1 года;Другое;хороший;среднее специальное;свыше 3 лет;сотрудник;положительная
18.06.2018;31;37;Собственник;свыше 5 лет;Женат/замужем;хороший;высшее;менее 1 года;сотрудник;нет данных
18.06.2018;26;37;Аренда;менее 1 года;Разведен(а)/Вдовство;хороший;среднее специальное;менее 1 года;сотрудник;положительная
18.06.2018;34;41;Муниципальное жилье;свыше 5 лет;Женат/замужем;хороший;среднее;менее 1 года;руководитель среднего звена;нет данных
18.06.2018;52;38;Собственник;менее 1 года;Другое;хороший;среднее специальное;менее 1 года;сотрудник;положительная
18.06.2018;50;40;Аренда;менее 1 года;Женат/замужем;хороший;среднее специальное;свыше 3 лет;сотрудник;отрицательная
18.06.2018;40;59;Собственник;свыше 5 лет;Женат/замужем;хороший;высшее;менее 1 года;руководитель среднего звена;нет данных
18.06.2018;54;28;Собственник;от 1 до 5 лет;Женат/замужем;хороший;высшее;свыше 3 лет;сотрудник;нет данных
18.06.2018;27;35;Собственник;менее 1 года;Женат/замужем;хороший;высшее;менее 1 года;сотрудник;нет данных
18.06.2018;18;39;Муниципальное жилье;менее 1 года;Другое;хороший;высшее;менее 1 года;руководитель среднего звена;нет данных
18.06.2018;24;37;Аренда;свыше 5 лет;Холост/Не замужем;хороший;высшее;менее 1 года;сотрудник;нет данных
18.06.2018;34;44;Муниципальное жилье;от 1 до 5 лет;Разведен(а)/Вдовство;хороший;среднее специальное;от 1 года до 3 лет;сотрудник;нет данных
18.06.2018;13;30;Собственник;от 1 до 5 лет;Другое;хороший;высшее;от 1 года до 3 лет;сотрудник;положительная
18.06.2018;51;28;Аренда;свыше 5 лет;Холост/Не замужем;хороший;среднее;свыше 3 лет;сотрудник;нет данных
18.06.2018;22;39;Собственник;свыше 5 лет;Разведен(а)/Вдовство;плохой;среднее;от 1 года до 3 лет;сотрудник;отрицательная
18.06.2018;32;26;Собственник;от 1 до 5 лет;Холост/Не замужем;хороший;среднее специальное;менее 1 года;руководитель среднего звена;положительная
18.06.2018;18;30;Собственник;менее 1 года;Женат/замужем;хороший;среднее;менее 1 года;руководитель среднего звена;положительная
18.06.2018;24;39;Собственник;от 1 до 5 лет;Женат/замужем;хороший;среднее специальное;от 1 года до 3 лет;сотрудник;положительная
18.06.2018;12;39;Собственник;от 1 до 5 лет;Другое;хороший;среднее;от 1 года до 3 лет;сотрудник;положительная
18.06.2018;40;43;Собственник;от 1 до 5 лет;Другое;плохой;среднее;менее 1 года;сотрудник;нет данных
18.06.2018;44;36;Муниципальное жилье;от 1 до 5 лет;Женат/замужем;хороший;среднее специальное;от 1 года до 3 лет;руководитель среднего звена;нет данных
19.06.2018;29;56;Собственник;свыше 5 лет;Другое;хороший;высшее;от 1 года до 3 лет;сотрудник;нет данных
19.06.2018;45;37;Собственник;менее 1 года;Другое;хороший;высшее;свыше 3 лет;сотрудник;нет данных
19.06.2018;55;31;Собственник;от 1 до 5 лет;Разведен(а)/Вдовство;плохой;высшее;от 1 года до 3 лет;сотрудник;отрицательная
19.06.2018;24;24;Собственник;свыше 5 лет;Женат/замужем;хороший;высшее;менее 1 года;сотрудник;отрицательная
19.06.2018;29;52;Собственник;от 1 до 5 лет;Разведен(а)/Вдовство;плохой;среднее специальное;от 1 года до 3 лет;руководитель среднего звена;отрицательная
19.06.2018;24;29;Аренда;от 1 до 5 лет;Женат/замужем;хороший;среднее специальное;менее 1 года;руководитель среднего звена;нет данных
19.06.2018;29;49;Собственник;свыше 5 лет;Женат/замужем;хороший;среднее специальное;от 1 года до 3 лет;сотрудник;положительная
19.06.2018;50;34;Аренда;менее 1 года;Женат/замужем;плохой;среднее;менее 1 года;руководитель среднего звена;нет данных
19.06.2018;46;53;Собственник;от 1 до 5 лет;Холост/Не замужем;хороший;среднее специальное;менее 1 года;сотрудник;положительная
19.06.2018;22;32;Собственник;свыше 5 лет;Женат/замужем;хороший;среднее;от 1 года до 3 лет;сотрудник;нет данных
19.06.2018;20;34;Собственник;свыше 5 лет;Холост/Не замужем;хороший;среднее специальное;свыше 3 лет;сотрудник;нет данных
19.06.2018;35;38;Муниципальное жилье;свыше 5 лет;Другое;хороший;высшее;свыше 3 лет;руководитель среднего звена;нет данных
19.06.2018;22;36;Муниципальное жилье;менее 1 года;Женат/замужем;хороший;среднее специальное;менее 1 года;руководитель среднего звена;нет данных
19.06.2018;12;33;Аренда;от 1 до 5 лет;Холост/Не замужем;хороший;среднее специальное;менее 1 года;сотрудник;положительная
19.06.2018;39;34;Собственник;от 1 до 5 лет;Холост/Не замужем;хороший;высшее;свыше 3 лет;руководитель высшего звена;положительная
19.06.2018;49;35;Собственник;менее 1 года;Женат/замужем;хороший;высшее;свыше 3 лет;сотрудник;нет данных
19.06.2018;33;37;Собственник;менее 1 года;Холост/Не замужем;плохой;среднее;менее 1 года;сотрудник;нет данных
19.06.2018;14;38;Аренда;менее 1 года;Холост/Не замужем;хороший;высшее;менее 1 года;руководитель высшего звена;нет данных
19.06.2018;29;42;Собственник;менее 1 года;Женат/замужем;хороший;высшее;свыше 3 лет;сотрудник;нет данных
19.06.2018;54;31;Муниципальное жилье;от 1 до 5 лет;Женат/замужем;плохой;среднее;от 1 года до 3 лет;сотрудник;нет данных
19.06.2018;32;24;Муниципальное жилье;свыше 5 лет;Разведен(а)/Вдовство;хороший;высшее;свыше 3 лет;сотрудник;положительная
19.06.2018;55;37;Аренда;свыше 5 лет;Женат/замужем;хороший;среднее специальное;от 1 года до 3 лет;сотрудник;нет данных
19.06.2018;12;32;Собственник;от 1 до 5 лет;Разведен(а)/Вдовство;хороший;среднее специальное;от 1 года до 3 лет;сотрудник;нет данных
19.06.2018;34;32;Аренда;менее 1 года;Женат/замужем;плохой;среднее специальное;менее 1 года;руководитель среднего звена;нет данных
20.06.2018;27;36;Аренда;от 1 до 5 лет;Разведен(а)/Вдовство;плохой;среднее;свыше 3 лет;сотрудник;отрицательная
20.06.2018;22;34;Собственник;свыше 5 лет;Другое;хороший;высшее;менее 1 года;сотрудник;нет данных
20.06.2018;46;37;Собственник;менее 1 года;Разведен(а)/Вдовство;хороший;высшее;менее 1 года;руководитель среднего звена;положительная
20.06.2018;40;37;Аренда;менее 1 года;Разведен(а)/Вдовство;хороший;среднее специальное;свыше 3 лет;сотрудник;положительная
20.06.2018;12;48;Собственник;от 1 до 5 лет;Холост/Не замужем;хороший;среднее специальное;от 1 года до 3 лет;руководитель среднего звена;нет данных
20.06.2018;32;22;Собственник;менее 1 года;Холост/Не замужем;хороший;среднее специальное;менее 1 года;сотрудник;положительная
20.06.2018;50;55;Муниципальное жилье;от 1 до 5 лет;Женат/замужем;хороший;высшее;менее 1 года;руководитель среднего звена;нет данных
20.06.2018;50;30;Собственник;от 1 до 5 лет;Холост/Не замужем;хороший;среднее;от 1 года до 3 лет;сотрудник;положительная
20.06.2018;29;35;Собственник;от 1 до 5 лет;Другое;хороший;высшее;свыше 3 лет;сотрудник;отрицательная
20.06.2018;28;35;Собственник;менее 1 года;Другое;хороший;высшее;менее 1 года;руководитель среднего звена;нет данных
20.06.2018;46;40;Собственник;менее 1 года;Женат/замужем;плохой;среднее;менее 1 года;сотрудник;нет данных
20.06.2018;27;28;Аренда;от 1 до 5 лет;Женат/замужем;хороший;высшее;менее 1 года;сотрудник;положительная
20.06.2018;25;22;Собственник;от 1 до 5 лет;Разведен(а)/Вдовство;хороший;среднее специальное;свыше 3 лет;сотрудник;нет данных
20.06.2018;43;35;Собственник;от 1 до 5 лет;Женат/замужем;хороший;высшее;от 1 года до 3 лет;сотрудник;нет данных
20.06.2018;26;26;Собственник;менее 1 года;Холост/Не замужем;хороший;высшее;менее 1 года;руководитель среднего звена;положительная
20.06.2018;48;35;Собственник;от 1 до 5 лет;Другое;хороший;высшее;от 1 года до 3 лет;сотрудник;нет данных
20.06.2018;18;37;Собственник;менее 1 года;Другое;хороший;среднее специальное;менее 1 года;руководитель высшего звена;нет данных
20.06.2018;14;25;Собственник;менее 1 года;Разведен(а)/Вдовство;хороший;среднее специальное;свыше 3 лет;руководитель среднего звена;нет данных
20.06.2018;14;31;Собственник;от 1 до 5 лет;Другое;хороший;среднее специальное;менее 1 года;сотрудник;нет данных
20.06.2018;14;51;Собственник;от 1 до 5 лет;Женат/замужем;хороший;высшее;от 1 года до 3 лет;сотрудник;нет данных
20.06.2018;23;42;Собственник;свыше 5 лет;Женат/замужем;хороший;среднее;свыше 3 лет;руководитель высшего звена;нет данных
20.06.2018;26;51;Собственник;свыше 5 лет;Холост/Не замужем;хороший;высшее;свыше 3 лет;сотрудник;нет данных
20.06.2018;37;55;Собственник;от 1 до 5 лет;Другое;хороший;среднее;от 1 года до 3 лет;руководитель среднего звена;положительная
20.06.2018;24;37;Собственник;от 1 до 5 лет;Холост/Не замужем;хороший;среднее специальное;свыше 3 лет;сотрудник;нет данных
20.06.2018;34;32;Собственник;свыше 5 лет;Другое;хороший;высшее;менее 1 года;руководитель среднего звена;нет данных
20.06.2018;25;36;Собственник;менее 1 года;Другое;хороший;высшее;свыше 3 лет;сотрудник;нет данных
20.06.2018;38;22;Муниципальное жилье;свыше 5 лет;Женат/замужем;хороший;высшее;свыше 3 лет;сотрудник;нет данных
20.06.2018;41;26;Муниципальное жилье;свыше 5 лет;Другое;хороший;высшее;свыше 3 лет;сотрудник;положительная
20.06.2018;51;38;Аренда;свыше 5 лет;Женат/замужем;хороший;среднее специальное;свыше 3 лет;руководитель среднего звена;нет данных
20.06.2018;30;45;Собственник;менее 1 года;Женат/замужем;хороший;среднее специальное;менее 1 года;руководитель высшего звена;положительная
21.06.2018;15;24;Собственник;менее 1 года;Холост/Не замужем;хороший;среднее;свыше 3 лет;сотрудник;нет данных
21.06.2018;55;24;Аренда;менее 1 года;Холост/Не замужем;плохой;высшее;менее 1 года;руководитель среднего звена;нет данных
21.06.2018;49;58;Собственник;от 1 до 5 лет;Холост/Не замужем;хороший;высшее;от 1 года до 3 лет;сотрудник;нет данных
21.06.2018;49;38;Муниципальное жилье;свыше 5 лет;Женат/замужем;хороший;среднее специальное;от 1 года до 3 лет;сотрудник;нет данных
21.06.2018;53;38;Собственник;менее 1 года;Другое;плохой;среднее специальное;менее 1 года;сотрудник;нет данных
21.06.2018;18;26;Собственник;от 1 до 5 лет;Холост/Не замужем;хороший;высшее;менее 1 года;сотрудник;нет данных
21.06.2018;19;41;Муниципальное жилье;менее 1 года;Другое;хороший;среднее;свыше 3 лет;сотрудник;положительная
21.06.2018;37;59;Собственник;менее 1 года;Холост/Не замужем;хороший;высшее;свыше 3 лет;сотрудник;нет данных
21.06.2018;50;31;Собственник;свыше 5 лет;Разведен(а)/Вдовство;хороший;среднее специальное;от 1 года до 3 лет;сотрудник;нет данных
21.06.2018;43;42;Собственник;от 1 до 5 лет;Женат/замужем;хороший;среднее специальное;от 1 года до 3 лет;сотрудник;нет данных
21.06.2018;51;38;Муниципальное жилье;свыше 5 лет;Женат/замужем;хороший;высшее;менее 1 года;сотрудник;отрицательная
21.06.2018;33;35;Собственник;менее 1 года;Женат/замужем;хороший;высшее;менее 1 года;руководитель среднего звена;нет данных
21.06.2018;35;22;Собственник;свыше 5 лет;Другое;хороший;среднее специальное;менее 1 года;руководитель высшего звена;положительная
21.06.2018;15;35;Собственник;свыше 5 лет;Холост/Не замужем;хороший;среднее специальное;менее 1 года;руководитель среднего звена;нет данных
